race,sex,first_arrest_date,second_arrest_date,first_charge,second_charge,first_age,second_age,first_city,second_city,first_arrest_time,second_arrest_time,days_between_arrests
W,M,2020-01-16,2020-02-01,ASSAULT & BATTERY 3RD DEGREE,BURGLARY 1ST DEGREE,40,40,CHARLESTON,CHARLESTON,2320,355,16
W,M,2020-01-18,2020-04-07,POSSESSION MARIJUANA 1OZ OR LESS,SIMPLE POSS MARIJUANA 1ST,18,18,CHARLESTON,CHARLESTON,19,29,80
B,M,2020-01-19,2021-02-03,SIMPLE POSS MARIJUANA 1ST,POSS MDMA / ECSTASY,33,34,CHARLESTON,CHARLESTON,2116,202,381
B,M,2020-01-30,2023-01-08,SIMPLE POSS MARIJUANA 1ST,UNLAWFUL CARRYING OF HANDGUN,19,22,CHARLESTON,CHARLESTON,256,23,1074
B,M,2020-01-19,2021-08-07,UNLAWFUL CARRYING OF HANDGUN,DV 2ND,18,20,CHARLESTON,CHARLESTON,2157,1617,566
W,M,2020-01-21,2022-12-14,OUT OF AGENCY WARRANT,SALE OF BEER/ WINE TO PERSON <21,59,62,CHARLESTON,CHARLESTON,1300,1451,1058
W,F,2020-01-22,2020-01-22,SHOPLIFTING,SHOPLIFTING,45,45,CHARLESTON,CHARLESTON,1743,1748,0
W,M,2023-05-30,2023-06-13,POSS DRUG PARAPHERNALIA,POSS DRUG PARAPHERNALIA,45,45,CHARLESTON,CHARLESTON,148,455,14
B,M,2020-01-22,2023-04-20,UNLAWFUL CARRYING OF HANDGUN,DUI 1ST,38,41,CHARLESTON,CHARLESTON,1943,2024,1184
B,M,2021-11-11,2024-12-18,TRESPASSING AFTER WARNING,PUBLIC URINATION / DEFECATION,42,45,CHARLESTON,CHARLESTON,2203,115,1133
W,M,2023-08-20,2024-01-26,SIMPLE POSS MARIJUANA 1ST,UNLAWFUL CARRY OF WEAPON ON SCHOOL PROPERTY,17,17,CHARLESTON,CHARLESTON,2137,943,159
B,F,2020-02-21,2023-10-27,"PROPERTY CRIME ENHANCEMENT, F",PROPERTY CRIME ENHANCEMENT,22,26,CHARLESTON,NORTH CHARLESTON,853,1006,1344
B,M,2024-01-11,2024-01-11,SHOPLIFTING,SHOPLIFTING,25,25,CHARLESTON,CHARLESTON,1341,1341,0
B,M,2020-11-20,2021-08-03,POINTING FIREARM AT A PERSON,UNLAWFUL POSS OF HANDGUN,16,17,CHARLESTON,CHARLESTON,1000,812,256
B,M,2020-01-30,2020-07-05,UNLAWFUL CARRYING OF HANDGUN,ABHAN,18,18,CHARLESTON,SUMMERVILLE,2351,833,157
B,M,2024-04-20,2024-08-16,DUI 1ST,DUS (FOR DUI) 1ST,45,45,CHARLESTON,CHARLESTON,313,254,118
B,M,2020-02-11,2023-03-27,CRUELTY TO ANIMALS,ASSAULT & BATTERY 3RD DEGREE,39,42,CHARLESTON,CHARLESTON,800,2037,1140
B,M,2020-02-12,2020-10-21,HARASSMENT 2ND DEGREE,HARASSMENT 2ND DEGREE,28,28,N CHARLESTON,GOOSE CREEK,1030,909,252
W,M,2020-02-11,2021-08-21,DVHAN,DV 2ND,50,51,CHARLESTON,CHARLESTON,1113,1445,557
B,M,2020-02-19,2020-03-17,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,32,32,CHARLESTON,CHARLESTON,1225,1025,27
B,M,2020-02-11,2022-07-04,BURGLARY 1ST DEGREE,BURGLARY 1ST DEGREE,34,36,CHARLESTON,CHARLESTON,1927,2018,874
W,M,2021-04-09,2021-05-01,TRAFFICKING COCAINE 10-28G,DISTRIBUTION / PURCHASING COCAINE,23,23,CHARLESTON,CHARLESTON,1306,709,22
B,M,2022-08-24,2024-07-03,UNLAWFUL CARRYING OF HANDGUN,SIMPLE POSS MARIJUANA 1ST,22,24,CHARLESTON,CHARLESTON,1021,2156,679
W,M,2020-03-17,2021-04-11,POSS METHAMPHETAMINE,PUBLIC DISORDERLY CONDUCT,39,40,N CHARLESTON,CHARLESTON,1800,1422,390
W,F,2020-02-17,2022-12-26,SHOPLIFTING,SHOPLIFTING,47,50,CHARLESTON,CHARLESTON,714,1930,1043
W,M,2020-02-17,2020-05-19,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,61,62,CHARLESTON,CHARLESTON,1330,1238,92
W,F,2020-02-18,2021-05-19,DUI 1ST,DV 3RD,46,47,CHARLESTON,CHARLESTON,16,153,456
B,M,2020-02-19,2023-07-07,SIMPLE POSS MARIJUANA 1ST,UNLAWFUL CARRYING OF HANDGUN,15,18,CHARLESTON,CHARLESTON,1435,2213,1234
B,M,2022-01-28,2024-01-26,UNLAWFUL CARRYING OF HANDGUN,SIMPLE POSS MARIJUANA 1ST,15,17,CHARLESTON,CHARLESTON,1536,1932,728
B,M,2020-03-27,2020-08-11,RECEIVING STOLEN GOODS,POSS HANDGUN UNDER 18 YOA,13,14,CHARLESTON,CHARLESTON,1147,2136,137
W,F,2024-05-01,2024-05-09,FINANCIAL TRANSACTION CARD FRAUD,RECEIVING STOLEN GOODS,24,24,CHARLESTON,NORTH CHARLESTON,2252,1235,8
W,F,2020-03-26,2020-10-25,SHOPLIFTING,OUT OF AGENCY WARRANT,35,35,CHARLESTON,CHARLESTON,600,2039,213
W,M,2020-02-27,2020-07-24,MINOR IN POSSESSION OF BEER/WINE,BURGLARY 2ND DEGREE,15,15,CHARLESTON,CHARLESTON,1215,104,148
W,M,2020-02-27,2024-04-09,MINOR IN POSSESSION OF BEER/WINE,DUI 1ST,17,21,CHARLESTON,CHARLESTON,1215,2021,1503
W,M,2020-04-08,2020-06-21,DISORDERLY CONDUCT,PROPERTY CRIME ENHANCEMENT,58,58,CHARLESTON,CHARLESTON,1608,932,74
B,M,2020-02-27,2020-04-08,POSS MDMA / ECSTASY,ABHAN,29,29, ,CHARLESTON COUNTY,2144,600,41
W,M,2020-02-28,2020-10-11,PUBLIC INTOXICATION,FAKE ID / ALTERED DRIVING LICENSE,19,20,CHARLESTON,CHARLESTON,5,12,226
W,M,2020-08-24,2021-06-29,DUI 1ST,DV 2ND,34,35,CHARLESTON,CHARLESTON,11,234,309
W,M,2021-05-11,2022-12-18,POINTING FIREARM AT A PERSON,OUT OF AGENCY WARRANT,30,32,CHARLESTON,CHARLESTON,1744,1127,586
B,M,2020-03-02,2023-12-13,DISORDERLY CONDUCT,POINTING FIREARM AT A PERSON,16,20,CHARLESTON,SUMMERVILLE,745,959,1381
B,M,2020-03-16,2023-10-28,DISORDERLY CONDUCT,TAMPERING WITH VEHICLE,14,17,CHARLESTON,CHARLESTON COUNTY,835,512,1321
W,F,2020-03-05,2022-08-29,DISORDERLY CONDUCT,SIMPLE POSS MARIJUANA 1ST,16,18,CHARLESTON,CHARLESTON,1215,2100,907
B,M,2020-03-11,2022-05-26,DAMAGE TO PERSONAL PROPERTY,UNLAWFUL CARRYING OF HANDGUN,15,17,CHARLESTON,CHARLESTON,938,1732,806
B,M,2020-03-12,2022-10-25,DISORDERLY CONDUCT,STRONG ARM ROBBERY,13,16,CHARLESTON,CHARLESTON,1230,1735,957
B,M,2022-02-28,2022-03-28,OUT OF AGENCY WARRANT,ASSAULT & BATTERY 3RD DEGREE,15,15,CHARLESTON,CHARLESTON,1903,1300,28
W,M,2020-03-13,2020-07-13,PWID CLOSE PROX SCHOOL/PARK,BREAKING INTO MOTOR VEHICLE,15,16,CHARLESTON,NORTH CHARLESTON,1045,929,122
B,M,2020-05-14,2022-06-01,SHOPLIFTING,SIMPLE ASSAULT,36,38,CHARLESTON,CHARLESTON,1554,1605,748
B,M,2020-03-14,2020-04-16,SIMPLE POSS MARIJUANA 1ST,BREACH OF TRUST W/ FRAUDULENT INTENT,18,19,CHARLESTON,CHARLESTON,420,507,33
W,M,2020-03-15,2020-04-21,"ASSAULT & BATTERY 3RD DEGREE, M",ABHAN,36,36,CHARLESTON,CHARLESTON,142,1815,37
W,F,2024-01-29,2024-01-29,DUI 1ST,DUI 1ST,39,39,CHARLESTON,CHARLESTON,211,211,0
W,M,2020-03-20,2024-11-27,"PROPERTY CRIME ENHANCEMENT, F",PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,60,65,CHARLESTON,CHARLESTON,1713,1203,1713
W,M,2022-01-06,2022-03-27,PUBLIC INTOXICATION,NO CAMPING/SLEEPING/RESIDING IN PARKED MV,64,64,CHARLESTON,CHARLESTON,900,330,80
W,M,2020-04-02,2020-04-03,ARMED ROBBERY,ARMED ROBBERY,19,19,CHARLESTON,CHARLESTON COUNTY,1746,1039,1
W,M,2020-03-25,2022-06-06,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,54,56,CHARLESTON,CHARLESTON,1145,1433,803
B,M,2020-03-27,2020-07-15,UNLAWFUL CARRYING OF HANDGUN,UNLAWFUL CARRYING OF HANDGUN,17,17,CHARLESTON,CHARLESTON,12,1704,110
A,M,2020-04-03,2022-06-29,STALKING,VIOLATION OF PERMANENT RESTRAINING ORDER,40,42,MONCKS CORNER,CHARLESTON,530,815,817
B,F,2020-03-28,2021-12-07,SIMPLE POSS MARIJUANA 1ST,DV 3RD,19,21,CHARLESTON,CHARLESTON,1736,2312,619
B,M,2020-03-28,2020-04-08,RECEIVING STOLEN GOODS,ILLEGAL ACTS DURING STATE OF EMERGENCY,19,19,CHARLESTON,CHARLESTON,2335,1521,11
W,M,2020-08-07,2020-08-28,POSS METHAMPHETAMINE,POSS CONTROLLED SUSB SCHEDULE I-V,41,41,CHARLESTON,CHARLESTON,1958,150,21
W,M,2022-11-01,2023-01-10,DUI 1ST,POSS CONTROLLED SUBS SCHEDULE I-V,23,23,CHARLESTON,CHARLESTON,331,845,70
B,F,2020-04-08,2023-06-25,ASSAULT & BATTERY 3RD DEGREE,SHOPLIFTING,20,23,CHARLESTON,CHARLESTON,1937,1943,1173
B,M,2020-04-09,2022-08-23,POSS STOLEN VEHICLE,SIMPLE POSS MARIJUANA 1ST,17,19,CHARLESTON,CHARLESTON,115,1500,866
B,M,2020-10-15,2021-09-01,ABHAN,MURDER/NONNEGLIGENT MANSLAUGHTER,21,22,CHARLESTON,CHARLESTON,1230,1520,321
W,M,2020-06-14,2020-12-10,DV 3RD,VIOLATION OF PROTECTION ORDER,34,35,CHARLESTON,HANAHAN,2000,847,179
B,M,2020-04-20,2020-10-30,POSS STOLEN VEHICLE,SHOPLIFTING,17,18,CHARLESTON COUNTY,CHARLESTON,237,2227,193
B,M,2020-04-22,2022-05-23,FORGERY,ASSAULT & BATTERY 1ST DEGREE,25,28,CHARLESTON,CHARLESTON,1532,1903,761
B,M,2020-04-24,2021-01-15,PWID/MANUF MARIJUANA,PWID/MANUF MARIJUANA,17,18,CHARLESTON,CHARLESTON,1412,1804,266
B,F,2021-07-21,2021-11-10,OUT OF AGENCY WARRANT,PWID/MANUF MARIJUANA,20,20,CHARLESTON,CHARLESTON,2205,2002,112
W,M,2020-05-07,2020-10-21,SIMPLE POSS MARIJUANA 1ST,DISORDERLY CONDUCT,58,59,CHARLESTON,CHARLESTON,1953,1411,167
W,M,2020-05-07,2021-01-16,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,17,17,CHARLESTON,CHARLESTON,250,39,254
B,M,2022-06-27,2024-01-03,FILING FALSE FELONY POLICE REPORT,"PWID/MANUF MARIJUANA, F",21,22,CHARLESTON,CHARLESTON,1015,2250,555
B,M,2021-03-19,2021-03-25,DV 3RD,ABHAN,17,17,CHARLESTON,CHARLESTON,1733,1308,6
W,M,2023-01-26,2023-03-09,TRESPASSING,OUT OF AGENCY WARRANT,46,46,CHARLESTON,CHARLESTON,650,1031,42
B,M,2020-05-11,2023-07-28,SIMPLE POSS MARIJUANA 1ST,UNLAWFUL CARRYING OF HANDGUN,19,22,CHARLESTON,CHARLESTON,2340,2332,1173
B,M,2020-06-21,2020-07-27,SIMPLE ASSAULT,POSSESSION MARIJUANA 1OZ OR LESS,31,31,CHARLESTON,CHARLESTON,820,1818,36
W,M,2023-07-13,2023-11-19,CSC 1ST DEGREE,ATTEMPTED MURDER,27,27,CHARLESTON,NORTH CHARLESTON,1601,1459,129
B,M,2020-05-15,2020-05-19,PWID/MANUF MARIJUANA,OUT OF AGENCY WARRANT,32,32,CHARLESTON,CHARLESTON,1223,1437,4
W,F,2024-01-16,2024-01-16,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,40,40,CHARLESTON,CHARLESTON,1000,1000,0
W,M,2020-05-20,2021-10-09,SIMPLE POSS MARIJUANA 1ST,DV 2ND,31,33,CHARLESTON,CHARLESTON,2330,1432,507
B,M,2020-08-07,2024-06-29,CSC W/ MINOR 3RD DEGREE,BURGLARY 2ND DEGREE,17,21,NORTH CHARLESTON,CHARLESTON,2146,856,1422
B,M,2020-07-17,2020-07-18,ARMED ROBBERY,ARMED ROBBERY,15,15,CHARLESTON,N. CHARLESTON,2346,1657,1
W,M,2020-12-08,2024-12-25,UNLAWFUL CARRYING OF HANDGUN,PUBLIC INTOXICATION,19,23,CHARLESTON,CHARLESTON,4,201,1478
W,F,2021-10-28,2022-03-25,SHOPLIFTING,SHOPLIFTING,41,41,CHARLESTON,NORTH CHARLESTON,2200,1510,148
B,M,2021-01-15,2023-09-15,PROPERTY CRIME ENHANCEMENT,ASSAULT & BATTERY 3RD DEGREE,51,54,NORTH CHARLESTON,CHARLESTON,1535,2049,973
B,M,2020-05-28,2020-07-07,DISCHARGING FIREARM,ARMED ROBBERY,19,20,CHARLESTON,CHARLESTON COUNTY,1645,713,40
W,M,2020-05-31,2020-05-31,SIMPLE POSS MARIJUANA 1ST,DISOBEYING LAWFUL ORDER,22,22,CHARLESTON,CHARLESTON,1530,1530,0
B,F,2020-05-31,2020-10-09,DISOBEYING LAWFUL ORDER,ASSAULT & BATTERY 3RD DEGREE,19,19,CHARLESTON,CHARLESTON,1530,1000,131
B,F,2020-05-31,2021-07-27,DISOBEYING LAWFUL ORDER,ASSAULT & BATTERY 3RD DEGREE,20,21,CHARLESTON,CHARLESTON,1530,2120,422
W,M,2020-06-02,2020-09-08,DUI 1ST,PUBLIC DISORDERLY CONDUCT,20,20,CHARLESTON,CHARLESTON,222,106,98
W,F,2020-06-03,2020-06-09,BURGLARY 2ND  DEGREE  (VIOLENT),BURGLARY 2ND  DEGREE  (VIOLENT),19,19,CHARLESTON,N CHARLESTON,1420,1216,6
B,M,2020-06-10,2023-10-19,BURGLARY 2ND  DEGREE  (VIOLENT),LEAVING SCENE OF ACCIDENT (PERSONAL INJURY/DEATH),34,37,NORTH CHARLESTON,CHARLESTON,2334,1541,1226
W,M,2020-07-24,2020-11-14,TRESPASSING AFTER WARNING,DISOBEYING LAWFUL ORDER,70,71,CHARLESTON,CHARLESTON,938,1040,113
W,M,2022-05-11,2022-08-21,ASSAULT & BATTERY 2ND DEGREE,OUT OF AGENCY WARRANT,21,21,CHARLESTON,DANIEL ISLAND,1740,1534,102
I,M,2020-02-09,2020-10-15,"DV 2ND, F",ASSAULT & BATTERY 3RD DEGREE,36,37,CHARLESTON,SPARTANBURG,1951,1020,249
B,M,2020-06-18,2020-07-27,BURGLARY 2ND  DEGREE  (VIOLENT),BURGLARY 2ND  DEGREE  (VIOLENT),24,24,CHARLESTON,NORTH CHARLESTON,44,1740,39
B,M,2021-01-31,2022-12-19,POSS OF FIREARM / KNIFE DURING COMM. OF VIOLENT CRIME,OUT OF AGENCY WARRANT,63,65,CHARLESTON,CHARLESTON,1622,1027,687
B,M,2020-06-08,2024-09-02,POSS MARIJUANA 2ND +,POSS MDMA / ECSTASY,28,32,CHARLESTON,CHARLESTON,1630,55,1547
W,M,2020-06-09,2020-06-10,DV 1ST,CRUELTY TO ANIMALS,42,42,CHARLESTON,N CHARLESTON,2142,1814,1
W,M,2021-08-16,2022-03-07,ABHAN,POSS CONTROLLED SUBS SCHEDULE I-V,18,18,CHARLESTON,CHARLESTON COUNTY,314,854,203
B,M,2020-10-06,2022-08-05,SIMPLE POSS MARIJUANA 1ST,POSS COCAINE BASE,44,46,CHARLESTON,CHARLESTON,2137,1231,668
B,M,2020-10-21,2021-02-18,SHOPLIFTING,SHOPLIFTING,39,40,CHARLESTON,CHARLESTON,2116,2015,120
B,F,2020-06-12,2023-01-13,OUT OF AGENCY WARRANT,GRAND LARCENY,16,18,CHARLESTON,NORTH CHARLESTON,133,650,945
W,M,2020-06-15,2021-09-25,BURGLARY 2ND  DEGREE  (VIOLENT),OPEN CONTAINER ALCOHOL,19,20,NORTH CHARLESTON,CHARLESTON,1031,2004,467
B,M,2023-09-21,2024-11-27,RECEIVING STOLEN GOODS,TRESPASSING,22,23,CHARLESTON,CHARLESTON,1316,320,433
B,M,2020-09-15,2020-10-07,SIMPLE POSS MARIJUANA 1ST,GRAND LARCENY,33,34,CHARLESTON,NORTH CHARLESTON,254,1343,22
W,F,2020-07-17,2020-11-23,SHOPLIFTING,OUT OF AGENCY WARRANT,32,33,NORTH CHARLESTON,CHARLESTON,107,318,129
W,M,2021-03-03,2021-03-12,PUBLIC INTOXICATION,ARMED ROBBERY,36,36,CHARLESTON,CHARLESTON,1105,45,9
W,M,2020-06-22,2020-06-23,"RESISTING ARREST, M",DAMAGE TO PERSONAL PROPERTY,22,22,CHARLESTON,NORTH CHARLESTON,1925,1330,1
W,M,2021-03-01,2021-12-17,DISORDERLY CONDUCT,ASSAULT & BATTERY 1ST DEGREE,25,26,CHARLESTON,CHARLESTON,634,155,291
B,F,2022-05-12,2022-05-31,OPEN CONTAINER BEER/WINE IN VEH,OUT OF AGENCY WARRANT,36,37,CHARLESTON,CHARLESTON,1225,1808,19
W,M,2020-11-21,2023-03-28,DV 3RD,DV 2ND,37,39,CHARLESTON,CHARLESTON,2041,2247,857
W,F,2020-08-22,2021-06-08,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,34,35,CHARLESTON,CHARLESTON,849,37,290
W,M,2020-07-07,2020-10-09,DUI 1ST,MALICIOUS INJURY TO ANIMALS; PERSONAL PROPERTY; INJURY VALUE,25,25,CHARLESTON,CHARLESTON,256,327,94
B,M,2020-07-20,2020-07-22,GRAND LARCENY,BREAKING INTO MOTOR VEHICLE,18,18,CHARLESTON,NORTH CHARLESTON,1358,906,2
B,M,2020-07-07,2020-07-10,TRESPASSING,OPEN CONTAINER ALCOHOL,66,66,CHARLESTON,CHARLESTON,2150,714,3
B,M,2020-07-16,2020-07-22,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,66,66,CHARLESTON,CHARLESTON,748,1200,6
W,F,2020-11-01,2020-12-02,DUI 1ST,POSS CONTROLLED SUBS SCHEDULE I-V,25,25,CHARLESTON,CHARLESTON,422,850,31
U,M,2020-09-29,2020-09-30,ATTEMPTED MURDER,MURDER/NONNEGLIGENT MANSLAUGHTER,18,18,CHARLESTON,NORTH CHARLESTON,136,1539,1
B,F,2021-09-29,2022-07-07,ASSAULT & BATTERY 3RD DEGREE,"FIREWORKS POSS / DISCHARGE, M",17,17,CHARLESTON,CHARLESTON,2354,314,281
W,M,2020-07-18,2022-10-27,MINOR IN POSSESSION OF LIQUOR,DUI 1ST,19,22,CHARLESTON,CHARLESTON,311,322,831
B,M,2021-10-06,2021-12-21,HABITUAL OFFENDER,POSS COCAINE,31,32,CHARLESTON,CHARLESTON,329,19,76
B,M,2021-12-01,2021-12-02,STALKING,UNLAWFUL CARRYING OF HANDGUN,21,21,CHARLESTON,N CHARLESTON,1026,800,1
B,M,2023-04-12,2023-07-23,POSS COCAINE BASE,TRAFFICKING METHAMPHETAMINE 10-28G,19,19,CHARLESTON,CHARLESTON,1640,2248,102
B,M,2022-06-09,2022-06-11,ATTEMPTED MURDER,PWID/MANUF MARIJUANA,31,31,CHARLESTON,CHARLESTON COUNTY,1906,412,2
W,F,2024-03-31,2024-11-02,PETIT LARCENY,PUBLIC INTOXICATION,46,47,NORTH CHARLESTON,CHARLESTON,1326,2129,216
W,M,2022-10-07,2022-11-02,OPEN CONTAINER ALCOHOL,ASSAULT & BATTERY 3RD DEGREE,31,31,CHARLESTON,CHARLESTON,1329,239,26
W,F,2023-02-26,2023-07-21,CIVIL SIDEWALK VIOLATION,TRESPASSING,30,30,CHARLESTON,CHARLESTON,2031,2154,145
B,M,2023-03-06,2023-03-12,TRESPASSING,TRESPASSING,64,64,CHARLESTON,CHARLESTON,33,2206,6
W,F,2021-01-11,2021-02-16,FINANCIAL TRANSACTION CARD THEFT,ASSAULT & BATTERY 3RD DEGREE,28,28,CHARLESTON,CHARLESTON,904,922,36
W,M,2020-08-11,2020-11-03,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,CONTRIBUTING TO DELINQUENCY OF MINOR,31,31,CHARLESTON,CHARLESTON,1847,1123,84
B,M,2020-08-06,2024-05-29,POSS MARIJUANA 2ND +,"POSS OF FIREARM/AMMO BY CONVICT VIOLENT FELONY, F",31,34,CHARLESTON,CHARLESTON,2135,1225,1392
W,M,2022-04-28,2024-04-10,ASSAULT & BATTERY 2ND DEGREE,ASSAULT ON POLICE,23,25,N CHARLESTON,MONCKS CORNER,1011,1202,713
W,M,2021-04-15,2022-03-28,DUI 1ST,DUI 1ST,29,30,CHARLESTON,CHARLESTON,400,815,347
W,M,2022-02-16,2022-03-02,PUBLIC INTOXICATION,DAMAGE TO PERSONAL PROPERTY,21,21,CHARLESTON, ,28,1526,14
W,M,2021-04-23,2023-12-07,ABHAN,DVHAN,43,45,CHARLESTON,CHARLESTON,1908,1932,958
W,M,2020-08-12,2021-07-03,DUI 1ST,PUBLIC URINATION / DEFECATION,30,31,CHARLESTON,CHARLESTON,2158,2325,325
B,M,2024-04-22,2024-05-09,SIMPLE POSS MARIJUANA 1ST,PUBLIC INTOXICATION,19,19,CHARLESTON,CHARLESTON,1228,1936,17
B,M,2021-12-30,2022-01-09,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,20,20,CHARLESTON,CHARLESTON,2155,228,10
W,M,2020-08-19,2020-09-13,PUBLIC INTOXICATION,PUBLIC DISORDERLY CONDUCT,28,28,CHARLESTON,CHARLESTON,2305,2038,25
W,M,2023-04-24,2023-05-05,CSC W/ MINOR 2ND DEGREE (11-14 YOA),CRIMINAL SOLICITATION OF A MINOR,55,55,CHARLESTON,NORTH CHARLESTON,917,956,11
B,M,2022-06-23,2024-11-08,BREAKING INTO MOTOR VEHICLE,BREAKING INTO MOTOR VEHICLE,53,55,CHARLESTON,CHARLESTON,1150,823,869
B,M,2024-07-30,2024-08-20,BREAKING INTO MOTOR VEHICLE,BREAKING INTO MOTOR VEHICLE,18,18,CHARLESTON,CHARLESTON,2321,1013,21
W,F,2024-01-07,2024-01-07,DUI 1ST,DUI 1ST,22,22,CHARLESTON COUNTY,CHARLESTON COUNTY,2311,2311,0
W,M,2021-09-09,2021-10-09,LOUD NOISE,LOUD NOISE,21,21,CHARLESTON,CHARLESTON,2319,2230,30
W,M,2021-09-07,2022-09-27,LOUD NOISE,LOUD NOISE,20,21,CHARLESTON,CHARLESTON,2233,1436,385
W,F,2020-08-28,2020-09-07,PUBLIC INTOXICATION,PUBLIC INTOXICATION,38,38,CHARLESTON,CHARLESTON,233,1820,10
B,M,2020-08-30,2021-07-27,DISORDERLY CONDUCT,PUBLIC DISORDERLY CONDUCT,23,24,CHARLESTON,CHARLESTON,1213,2141,331
W,M,2023-09-04,2024-02-02,ASSAULT & BATTERY 2ND DEGREE,HARASSMENT 2ND DEGREE,25,25,CHARLESTON,CHARLESTON,510,843,151
W,M,2020-09-01,2020-09-30,OUT OF AGENCY WARRANT,SHOPLIFTING,50,50,CHARLESTON,CHARLESTON,30,1724,29
B,M,2021-01-03,2021-03-09,SIMPLE POSS MARIJUANA 1ST,TRESPASSING,31,31,CHARLESTON,CHARLESTON,59,730,65
W,M,2020-09-02,2021-09-29,DUI 1ST,PUBLIC INTOXICATION,29,30,CHARLESTON COUNTY,CHARLESTON,0,2250,392
B,M,2020-11-10,2023-10-29,ATTEMPTED MURDER,SIMPLE POSS MARIJUANA 1ST,14,17,CHARLESTON,CHARLESTON,1000,57,1083
B,M,2021-02-14,2023-05-21,BURGLARY 2ND  DEGREE  (VIOLENT),GIVING FALSE INFORMATION,22,24,CHARLESTON,CHARLESTON,1117,242,826
B,M,2023-09-21,2024-04-15,SIMPLE ASSAULT,ATTEMPTED ARMED ROBBERY,15,15,CHARLESTON,NORTH CHARLESTON,1337,1055,207
W,F,2020-09-05,2022-01-18,LOUD NOISE,DUI 1ST,23,25,CHARLESTON,CHARLESTON,15,2340,500
B,M,2020-09-06,2023-12-06,PWID/MANUF COCAINE,OUT OF AGENCY WARRANT,51,54,CHARLESTON,CHARLESTON,243,1126,1186
W,M,2020-09-25,2020-11-29,FINANCIAL TRANSACTION CARD FRAUD,BREAKING INTO MOTOR VEHICLE,28,28,CHARLESTON COUNTY,CHARLESTON,911,544,65
W,M,2020-09-08,2022-05-18,ENTRY ON ANOTHER`S LAND WITHOUT PERMISSION,UNLAWFUL CARRYING OF HANDGUN,17,19,CHARLESTON,CHARLESTON,1430,1718,617
B,M,2021-02-26,2021-04-30,PASSING OF ITEMS TO OR FROM VEHICLE IN ROADWAY,TRESPASSING,30,30,CHARLESTON,CHARLESTON,1045,650,63
B,M,2020-09-09,2022-11-05,PWID/MANUF MARIJUANA,UNLAWFUL CARRYING OF HANDGUN,21,23,CHARLESTON,CHARLESTON,1906,2117,787
B,M,2023-09-12,2024-06-06,SIMPLE POSS MARIJUANA 1ST,DUS 2ND,27,28,CHARLESTON,CHARLESTON,916,2011,268
B,M,2020-09-11,2021-03-13,ASSAULT & BATTERY 1ST DEGREE,BURGLARY 1ST DEGREE,22,22,CHARLESTON,CHARLESTON,309,930,183
B,M,2020-11-30,2020-12-20,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,19,19,CHARLESTON,CHARLESTON,1901,1723,20
W,M,2020-09-18,2022-05-05,DUI 1ST,DUI 2ND,23,25,CHARLESTON,CHARLESTON,228,2134,594
B,M,2020-09-18,2020-12-05,PUBLIC INTOXICATION,OPEN CONTAINER ALCOHOL,64,65,CHARLESTON,CHARLESTON,1801,1310,78
W,M,2021-06-09,2021-08-19,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,50,50,CHARLESTON,CHARLESTON,1345,1941,71
B,M,2021-06-19,2022-05-09,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,18,19,CHARLESTON,CHARLESTON,2334,2347,324
W,M,2020-09-25,2024-01-18,SIMPLE POSS MARIJUANA 1ST,"POSS COCAINE, M",19,22,CHARLESTON,CHARLESTON COUNTY,2345,243,1210
W,M,2020-09-26,2023-12-25,SIMPLE POSS MARIJUANA 1ST,OUT OF AGENCY WARRANT,22,26,CHARLESTON,CHARLESTON,2039,1914,1185
W,M,2020-09-26,2022-11-27,UNLAWFUL CARRYING OF HANDGUN,PWID/MANUF/DISTR/PURCH METHAMPHETAMINE,46,49,CHARLESTON,CHARLESTON,2131,2139,792
B,M,2021-02-11,2021-04-21,VOYEURISM,VOYEURISM,21,21,CHARLESTON,HANAHAN,1800,830,69
W,F,2024-04-16,2024-04-16,PUBLIC DISORDERLY CONDUCT,OPEN CONTAINER ALCOHOL,26,26,CHARLESTON,CHARLESTON,319,438,0
W,M,2020-09-30,2020-10-04,SHOPLIFTING,SHOPLIFTING,50,50,CHARLESTON,CHARLESTON,1603,1224,4
W,M,2020-09-30,2021-01-19,DUI 1ST,DV 2ND,30,30,CHARLESTON,CHARLESTON,1841,2036,111
B,F,2020-10-03,2020-10-10,ASSAULT & BATTERY 3RD DEGREE,DAMAGE TO REAL PROPERTY,15,15,CHARLESTON,CHARLESTON,1819,0,7
